sample_key,recording_id,window_start_s,window_end_s,row_idx,model,embedding_dim,a2v_num_frames,a2v_trim_frames,window_labels,dominant_species,is_single_species,wav_path,waveform_samples,source_sr,cluster_id,representation,subset,k,aggregation
nips4b_birds_trainfile334_4_5,nips4b_birds_trainfile334,4.0,5.0,1347,a2v,154368,201.0,0,strtur_song,strtur_song,True,/path/to/data,24000,24000,11,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile335_0_1,nips4b_birds_trainfile335,0.0,1.0,1348,a2v,154368,201.0,0,anttri_song,anttri_song,True,/path/to/data,24000,24000,72,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile335_2_3,nips4b_birds_trainfile335,2.0,3.0,1350,a2v,154368,201.0,0,pyrpyr_call,pyrpyr_call,True,/path/to/data,24000,24000,56,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile335_3_4,nips4b_birds_trainfile335,3.0,4.0,1351,a2v,154368,201.0,0,siteur_song,siteur_song,True,/path/to/data,24000,24000,109,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile335_4_5,nips4b_birds_trainfile335,4.0,5.0,1352,a2v,154368,201.0,0,siteur_song,siteur_song,True,/path/to/data,24000,24000,1,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile336_1_2,nips4b_birds_trainfile336,1.0,2.0,1354,a2v,154368,201.0,0,oriori_call,oriori_call,True,/path/to/data,24000,24000,68,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile339_0_1,nips4b_birds_trainfile339,0.0,1.0,1363,a2v,154368,201.0,0,sylatr_call,sylatr_call,True,/path/to/data,24000,24000,110,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile339_1_2,nips4b_birds_trainfile339,1.0,2.0,1364,a2v,154368,201.0,0,sylatr_call,sylatr_call,True,/path/to/data,24000,24000,110,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile340_0_1,nips4b_birds_trainfile340,0.0,1.0,1366,a2v,154368,201.0,0,cicorn_song,cicorn_song,True,/path/to/data,24000,24000,72,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile340_1_2,nips4b_birds_trainfile340,1.0,2.0,1367,a2v,154368,201.0,0,cicorn_song,cicorn_song,True,/path/to/data,24000,24000,72,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile342_0_1,nips4b_birds_trainfile342,0.0,1.0,1373,a2v,154368,201.0,0,lularb_song,lularb_song,True,/path/to/data,24000,24000,49,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile342_1_2,nips4b_birds_trainfile342,1.0,2.0,1374,a2v,154368,201.0,0,lularb_song,lularb_song,True,/path/to/data,24000,24000,6,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile342_2_3,nips4b_birds_trainfile342,2.0,3.0,1375,a2v,154368,201.0,0,lularb_song,lularb_song,True,/path/to/data,24000,24000,82,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile344_0_1,nips4b_birds_trainfile344,0.0,1.0,1382,a2v,154368,201.0,0,musstr_call,musstr_call,True,/path/to/data,24000,24000,9,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile345_2_3,nips4b_birds_trainfile345,2.0,3.0,1386,a2v,154368,201.0,0,embcir_call,embcir_call,True,/path/to/data,24000,24000,117,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile346_0_1,nips4b_birds_trainfile346,0.0,1.0,1389,a2v,154368,201.0,0,sylcan_call,sylcan_call,True,/path/to/data,24000,24000,17,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile346_1_2,nips4b_birds_trainfile346,1.0,2.0,1390,a2v,154368,201.0,0,sylcan_call,sylcan_call,True,/path/to/data,24000,24000,122,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile346_2_3,nips4b_birds_trainfile346,2.0,3.0,1391,a2v,154368,201.0,0,sylcan_call,sylcan_call,True,/path/to/data,24000,24000,122,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile346_3_4,nips4b_birds_trainfile346,3.0,4.0,1392,a2v,154368,201.0,0,sylcan_call,sylcan_call,True,/path/to/data,24000,24000,80,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile346_4_5,nips4b_birds_trainfile346,4.0,5.0,1393,a2v,154368,201.0,0,sylcan_call,sylcan_call,True,/path/to/data,24000,24000,122,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile347_0_1,nips4b_birds_trainfile347,0.0,1.0,1394,a2v,154368,201.0,0,oriori_song,oriori_song,True,/path/to/data,24000,24000,68,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile348_0_1,nips4b_birds_trainfile348,0.0,1.0,1397,a2v,154368,201.0,0,oriori_call,oriori_call,True,/path/to/data,24000,24000,198,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile350_0_1,nips4b_birds_trainfile350,0.0,1.0,1404,a2v,154368,201.0,0,carcan_song,carcan_song,True,/path/to/data,24000,24000,182,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile350_1_2,nips4b_birds_trainfile350,1.0,2.0,1405,a2v,154368,201.0,0,carcan_song,carcan_song,True,/path/to/data,24000,24000,130,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile353_1_2,nips4b_birds_trainfile353,1.0,2.0,1414,a2v,154368,201.0,0,turphi_call,turphi_call,True,/path/to/data,24000,24000,117,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile356_0_1,nips4b_birds_trainfile356,0.0,1.0,1420,a2v,154368,201.0,0,trotro_song,trotro_song,True,/path/to/data,24000,24000,22,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile356_1_2,nips4b_birds_trainfile356,1.0,2.0,1421,a2v,154368,201.0,0,trotro_song,trotro_song,True,/path/to/data,24000,24000,189,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile356_2_3,nips4b_birds_trainfile356,2.0,3.0,1422,a2v,154368,201.0,0,trotro_song,trotro_song,True,/path/to/data,24000,24000,22,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile358_2_3,nips4b_birds_trainfile358,2.0,3.0,1432,a2v,154368,201.0,0,colpal_song,colpal_song,True,/path/to/data,24000,24000,72,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile359_0_1,nips4b_birds_trainfile359,0.0,1.0,1435,a2v,154368,201.0,0,stuvul_call,stuvul_call,True,/path/to/data,24000,24000,0,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile362_0_1,nips4b_birds_trainfile362,0.0,1.0,1444,a2v,154368,201.0,0,carcan_call,carcan_call,True,/path/to/data,24000,24000,1,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile362_1_2,nips4b_birds_trainfile362,1.0,2.0,1445,a2v,154368,201.0,0,carcan_call,carcan_call,True,/path/to/data,24000,24000,20,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile362_2_3,nips4b_birds_trainfile362,2.0,3.0,1446,a2v,154368,201.0,0,carcan_call,carcan_call,True,/path/to/data,24000,24000,6,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile362_3_4,nips4b_birds_trainfile362,3.0,4.0,1447,a2v,154368,201.0,0,carcan_call,carcan_call,True,/path/to/data,24000,24000,161,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile362_4_5,nips4b_birds_trainfile362,4.0,5.0,1448,a2v,154368,201.0,0,carcan_call,carcan_call,True,/path/to/data,24000,24000,20,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile363_0_1,nips4b_birds_trainfile363,0.0,1.0,1449,a2v,154368,201.0,0,strdec_song,strdec_song,True,/path/to/data,24000,24000,151,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile363_1_2,nips4b_birds_trainfile363,1.0,2.0,1450,a2v,154368,201.0,0,strdec_song,strdec_song,True,/path/to/data,24000,24000,151,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile363_2_3,nips4b_birds_trainfile363,2.0,3.0,1451,a2v,154368,201.0,0,strdec_song,strdec_song,True,/path/to/data,24000,24000,151,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile363_3_4,nips4b_birds_trainfile363,3.0,4.0,1452,a2v,154368,201.0,0,strdec_song,strdec_song,True,/path/to/data,24000,24000,151,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile363_4_5,nips4b_birds_trainfile363,4.0,5.0,1453,a2v,154368,201.0,0,strdec_song,strdec_song,True,/path/to/data,24000,24000,151,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile364_0_1,nips4b_birds_trainfile364,0.0,1.0,1454,a2v,154368,201.0,0,cerbra_call,cerbra_call,True,/path/to/data,24000,24000,10,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile364_3_4,nips4b_birds_trainfile364,3.0,4.0,1457,a2v,154368,201.0,0,parcae_song,parcae_song,True,/path/to/data,24000,24000,10,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile365_1_2,nips4b_birds_trainfile365,1.0,2.0,1460,a2v,154368,201.0,0,parmaj_song,parmaj_song,True,/path/to/data,24000,24000,9,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile367_1_2,nips4b_birds_trainfile367,1.0,2.0,1467,a2v,154368,201.0,0,cerbra_song,cerbra_song,True,/path/to/data,24000,24000,72,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile367_2_3,nips4b_birds_trainfile367,2.0,3.0,1468,a2v,154368,201.0,0,cerbra_song,cerbra_song,True,/path/to/data,24000,24000,129,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile367_3_4,nips4b_birds_trainfile367,3.0,4.0,1469,a2v,154368,201.0,0,parmaj_song,parmaj_song,True,/path/to/data,24000,24000,9,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile367_4_5,nips4b_birds_trainfile367,4.0,5.0,1470,a2v,154368,201.0,0,parmaj_song,parmaj_song,True,/path/to/data,24000,24000,129,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile368_0_1,nips4b_birds_trainfile368,0.0,1.0,1471,a2v,154368,201.0,0,alaarv_song,alaarv_song,True,/path/to/data,24000,24000,191,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile368_1_2,nips4b_birds_trainfile368,1.0,2.0,1472,a2v,154368,201.0,0,alaarv_song,alaarv_song,True,/path/to/data,24000,24000,15,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile370_1_2,nips4b_birds_trainfile370,1.0,2.0,1475,a2v,154368,201.0,0,poepal_song,poepal_song,True,/path/to/data,24000,24000,48,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile372_0_1,nips4b_birds_trainfile372,0.0,1.0,1484,a2v,154368,201.0,0,carcan_call,carcan_call,True,/path/to/data,24000,24000,49,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile372_4_5,nips4b_birds_trainfile372,4.0,5.0,1488,a2v,154368,201.0,0,carcan_call,carcan_call,True,/path/to/data,24000,24000,72,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile373_0_1,nips4b_birds_trainfile373,0.0,1.0,1489,a2v,154368,201.0,0,fricoe_song,fricoe_song,True,/path/to/data,24000,24000,135,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile373_1_2,nips4b_birds_trainfile373,1.0,2.0,1490,a2v,154368,201.0,0,fricoe_song,fricoe_song,True,/path/to/data,24000,24000,17,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile376_0_1,nips4b_birds_trainfile376,0.0,1.0,1504,a2v,154368,201.0,0,sylcan_call,sylcan_call,True,/path/to/data,24000,24000,122,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile376_3_4,nips4b_birds_trainfile376,3.0,4.0,1507,a2v,154368,201.0,0,petpet_song,petpet_song,True,/path/to/data,24000,24000,90,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile378_0_1,nips4b_birds_trainfile378,0.0,1.0,1514,a2v,154368,201.0,0,poepal_song,poepal_song,True,/path/to/data,24000,24000,13,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile378_1_2,nips4b_birds_trainfile378,1.0,2.0,1515,a2v,154368,201.0,0,poepal_song,poepal_song,True,/path/to/data,24000,24000,54,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile378_2_3,nips4b_birds_trainfile378,2.0,3.0,1516,a2v,154368,201.0,0,poepal_song,poepal_song,True,/path/to/data,24000,24000,130,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile379_2_3,nips4b_birds_trainfile379,2.0,3.0,1521,a2v,154368,201.0,0,sylmel_song,sylmel_song,True,/path/to/data,24000,24000,23,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile379_3_4,nips4b_birds_trainfile379,3.0,4.0,1522,a2v,154368,201.0,0,sylmel_song,sylmel_song,True,/path/to/data,24000,24000,29,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile379_4_5,nips4b_birds_trainfile379,4.0,5.0,1523,a2v,154368,201.0,0,sylmel_song,sylmel_song,True,/path/to/data,24000,24000,72,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile380_3_4,nips4b_birds_trainfile380,3.0,4.0,1527,a2v,154368,201.0,0,carcar_call,carcar_call,True,/path/to/data,24000,24000,9,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile380_4_5,nips4b_birds_trainfile380,4.0,5.0,1528,a2v,154368,201.0,0,oriori_song,oriori_song,True,/path/to/data,24000,24000,47,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile381_0_1,nips4b_birds_trainfile381,0.0,1.0,1529,a2v,154368,201.0,0,oriori_call,oriori_call,True,/path/to/data,24000,24000,198,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile382_1_2,nips4b_birds_trainfile382,1.0,2.0,1533,a2v,154368,201.0,0,stuvul_call,stuvul_call,True,/path/to/data,24000,24000,91,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile382_2_3,nips4b_birds_trainfile382,2.0,3.0,1534,a2v,154368,201.0,0,stuvul_call,stuvul_call,True,/path/to/data,24000,24000,91,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile383_1_2,nips4b_birds_trainfile383,1.0,2.0,1538,a2v,154368,201.0,0,denmaj_call,denmaj_call,True,/path/to/data,24000,24000,31,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile383_2_3,nips4b_birds_trainfile383,2.0,3.0,1539,a2v,154368,201.0,0,denmaj_call,denmaj_call,True,/path/to/data,24000,24000,86,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile383_3_4,nips4b_birds_trainfile383,3.0,4.0,1540,a2v,154368,201.0,0,erirub_song,erirub_song,True,/path/to/data,24000,24000,9,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile383_4_5,nips4b_birds_trainfile383,4.0,5.0,1541,a2v,154368,201.0,0,erirub_song,erirub_song,True,/path/to/data,24000,24000,198,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile384_0_1,nips4b_birds_trainfile384,0.0,1.0,1542,a2v,154368,201.0,0,regign_call,regign_call,True,/path/to/data,24000,24000,77,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile384_1_2,nips4b_birds_trainfile384,1.0,2.0,1543,a2v,154368,201.0,0,pyrpyr_call,pyrpyr_call,True,/path/to/data,24000,24000,87,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile385_0_1,nips4b_birds_trainfile385,0.0,1.0,1547,a2v,154368,201.0,0,cetcet_song,cetcet_song,True,/path/to/data,24000,24000,113,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile385_1_2,nips4b_birds_trainfile385,1.0,2.0,1548,a2v,154368,201.0,0,cetcet_song,cetcet_song,True,/path/to/data,24000,24000,50,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile385_2_3,nips4b_birds_trainfile385,2.0,3.0,1549,a2v,154368,201.0,0,cetcet_song,cetcet_song,True,/path/to/data,24000,24000,40,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile385_3_4,nips4b_birds_trainfile385,3.0,4.0,1550,a2v,154368,201.0,0,cetcet_song,cetcet_song,True,/path/to/data,24000,24000,42,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile385_4_5,nips4b_birds_trainfile385,4.0,5.0,1551,a2v,154368,201.0,0,serser_call,serser_call,True,/path/to/data,24000,24000,9,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile386_1_2,nips4b_birds_trainfile386,1.0,2.0,1553,a2v,154368,201.0,0,sylmel_call,sylmel_call,True,/path/to/data,24000,24000,147,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile386_2_3,nips4b_birds_trainfile386,2.0,3.0,1554,a2v,154368,201.0,0,sylmel_call,sylmel_call,True,/path/to/data,24000,24000,147,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile387_2_3,nips4b_birds_trainfile387,2.0,3.0,1559,a2v,154368,201.0,0,turphi_call,turphi_call,True,/path/to/data,24000,24000,166,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile387_3_4,nips4b_birds_trainfile387,3.0,4.0,1560,a2v,154368,201.0,0,turphi_call,turphi_call,True,/path/to/data,24000,24000,7,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile388_1_2,nips4b_birds_trainfile388,1.0,2.0,1563,a2v,154368,201.0,0,turmer_song,turmer_song,True,/path/to/data,24000,24000,186,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile388_2_3,nips4b_birds_trainfile388,2.0,3.0,1564,a2v,154368,201.0,0,poepal_song,poepal_song,True,/path/to/data,24000,24000,183,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile388_3_4,nips4b_birds_trainfile388,3.0,4.0,1565,a2v,154368,201.0,0,poepal_song,poepal_song,True,/path/to/data,24000,24000,183,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile388_4_5,nips4b_birds_trainfile388,4.0,5.0,1566,a2v,154368,201.0,0,poepal_song,poepal_song,True,/path/to/data,24000,24000,191,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile391_0_1,nips4b_birds_trainfile391,0.0,1.0,1574,a2v,154368,201.0,0,erirub_song,erirub_song,True,/path/to/data,24000,24000,116,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile391_2_3,nips4b_birds_trainfile391,2.0,3.0,1576,a2v,154368,201.0,0,regign_song,regign_song,True,/path/to/data,24000,24000,69,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile391_3_4,nips4b_birds_trainfile391,3.0,4.0,1577,a2v,154368,201.0,0,prumod_song,prumod_song,True,/path/to/data,24000,24000,47,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile391_4_5,nips4b_birds_trainfile391,4.0,5.0,1578,a2v,154368,201.0,0,prumod_song,prumod_song,True,/path/to/data,24000,24000,130,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile392_1_2,nips4b_birds_trainfile392,1.0,2.0,1580,a2v,154368,201.0,0,parcae_song,parcae_song,True,/path/to/data,24000,24000,23,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile393_0_1,nips4b_birds_trainfile393,0.0,1.0,1581,a2v,154368,201.0,0,sylmel_call,sylmel_call,True,/path/to/data,24000,24000,49,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile393_1_2,nips4b_birds_trainfile393,1.0,2.0,1582,a2v,154368,201.0,0,sylmel_call,sylmel_call,True,/path/to/data,24000,24000,80,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile393_2_3,nips4b_birds_trainfile393,2.0,3.0,1583,a2v,154368,201.0,0,sylmel_call,sylmel_call,True,/path/to/data,24000,24000,86,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile393_3_4,nips4b_birds_trainfile393,3.0,4.0,1584,a2v,154368,201.0,0,sylmel_call,sylmel_call,True,/path/to/data,24000,24000,114,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile393_4_5,nips4b_birds_trainfile393,4.0,5.0,1585,a2v,154368,201.0,0,sylmel_call,sylmel_call,True,/path/to/data,24000,24000,86,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile394_0_1,nips4b_birds_trainfile394,0.0,1.0,1586,a2v,154368,201.0,0,lyrple_song,lyrple_song,True,/path/to/data,24000,24000,72,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile394_1_2,nips4b_birds_trainfile394,1.0,2.0,1587,a2v,154368,201.0,0,lyrple_song,lyrple_song,True,/path/to/data,24000,24000,72,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile395_0_1,nips4b_birds_trainfile395,0.0,1.0,1588,a2v,154368,201.0,0,parcae_song,parcae_song,True,/path/to/data,24000,24000,13,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile395_4_5,nips4b_birds_trainfile395,4.0,5.0,1592,a2v,154368,201.0,0,parmaj_song,parmaj_song,True,/path/to/data,24000,24000,56,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile396_0_1,nips4b_birds_trainfile396,0.0,1.0,1593,a2v,154368,201.0,0,sylmel_call,sylmel_call,True,/path/to/data,24000,24000,41,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile396_1_2,nips4b_birds_trainfile396,1.0,2.0,1594,a2v,154368,201.0,0,petpet_song,petpet_song,True,/path/to/data,24000,24000,108,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile398_2_3,nips4b_birds_trainfile398,2.0,3.0,1604,a2v,154368,201.0,0,pasdom_call,pasdom_call,True,/path/to/data,24000,24000,20,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile399_1_2,nips4b_birds_trainfile399,1.0,2.0,1606,a2v,154368,201.0,0,carcar_call,carcar_call,True,/path/to/data,24000,24000,134,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile401_2_3,nips4b_birds_trainfile401,2.0,3.0,1614,a2v,154368,201.0,0,petpet_call,petpet_call,True,/path/to/data,24000,24000,42,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile401_3_4,nips4b_birds_trainfile401,3.0,4.0,1615,a2v,154368,201.0,0,petpet_call,petpet_call,True,/path/to/data,24000,24000,56,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile403_0_1,nips4b_birds_trainfile403,0.0,1.0,1622,a2v,154368,201.0,0,tetpyg_song,tetpyg_song,True,/path/to/data,24000,24000,85,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile403_1_2,nips4b_birds_trainfile403,1.0,2.0,1623,a2v,154368,201.0,0,tetpyg_song,tetpyg_song,True,/path/to/data,24000,24000,85,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile403_2_3,nips4b_birds_trainfile403,2.0,3.0,1624,a2v,154368,201.0,0,tetpyg_song,tetpyg_song,True,/path/to/data,24000,24000,85,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile403_3_4,nips4b_birds_trainfile403,3.0,4.0,1625,a2v,154368,201.0,0,tetpyg_song,tetpyg_song,True,/path/to/data,24000,24000,85,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile403_4_5,nips4b_birds_trainfile403,4.0,5.0,1626,a2v,154368,201.0,0,tetpyg_song,tetpyg_song,True,/path/to/data,24000,24000,85,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile404_1_2,nips4b_birds_trainfile404,1.0,2.0,1628,a2v,154368,201.0,0,lularb_song,lularb_song,True,/path/to/data,24000,24000,49,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile405_1_2,nips4b_birds_trainfile405,1.0,2.0,1630,a2v,154368,201.0,0,cicorn_song,cicorn_song,True,/path/to/data,24000,24000,0,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile406_0_1,nips4b_birds_trainfile406,0.0,1.0,1631,a2v,154368,201.0,0,cetcet_song,cetcet_song,True,/path/to/data,24000,24000,113,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile406_1_2,nips4b_birds_trainfile406,1.0,2.0,1632,a2v,154368,201.0,0,cetcet_song,cetcet_song,True,/path/to/data,24000,24000,15,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile406_2_3,nips4b_birds_trainfile406,2.0,3.0,1633,a2v,154368,201.0,0,cetcet_song,cetcet_song,True,/path/to/data,24000,24000,40,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile406_4_5,nips4b_birds_trainfile406,4.0,5.0,1635,a2v,154368,201.0,0,oriori_song,oriori_song,True,/path/to/data,24000,24000,186,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile408_0_1,nips4b_birds_trainfile408,0.0,1.0,1638,a2v,154368,201.0,0,cetcet_song,cetcet_song,True,/path/to/data,24000,24000,91,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile408_1_2,nips4b_birds_trainfile408,1.0,2.0,1639,a2v,154368,201.0,0,cetcet_song,cetcet_song,True,/path/to/data,24000,24000,48,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile408_2_3,nips4b_birds_trainfile408,2.0,3.0,1640,a2v,154368,201.0,0,cetcet_song,cetcet_song,True,/path/to/data,24000,24000,40,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile409_1_2,nips4b_birds_trainfile409,1.0,2.0,1643,a2v,154368,201.0,0,poepal_call,poepal_call,True,/path/to/data,24000,24000,17,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile409_4_5,nips4b_birds_trainfile409,4.0,5.0,1646,a2v,154368,201.0,0,trotro_song,trotro_song,True,/path/to/data,24000,24000,20,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile410_0_1,nips4b_birds_trainfile410,0.0,1.0,1647,a2v,154368,201.0,0,lularb_song,lularb_song,True,/path/to/data,24000,24000,158,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile410_1_2,nips4b_birds_trainfile410,1.0,2.0,1648,a2v,154368,201.0,0,lularb_song,lularb_song,True,/path/to/data,24000,24000,6,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile410_2_3,nips4b_birds_trainfile410,2.0,3.0,1649,a2v,154368,201.0,0,lularb_song,lularb_song,True,/path/to/data,24000,24000,191,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile411_0_1,nips4b_birds_trainfile411,0.0,1.0,1651,a2v,154368,201.0,0,sylatr_song,sylatr_song,True,/path/to/data,24000,24000,87,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile411_2_3,nips4b_birds_trainfile411,2.0,3.0,1653,a2v,154368,201.0,0,strtur_song,strtur_song,True,/path/to/data,24000,24000,146,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile411_3_4,nips4b_birds_trainfile411,3.0,4.0,1654,a2v,154368,201.0,0,strtur_song,strtur_song,True,/path/to/data,24000,24000,11,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile411_4_5,nips4b_birds_trainfile411,4.0,5.0,1655,a2v,154368,201.0,0,strtur_song,strtur_song,True,/path/to/data,24000,24000,11,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile412_1_2,nips4b_birds_trainfile412,1.0,2.0,1657,a2v,154368,201.0,0,chlchl_call,chlchl_call,True,/path/to/data,24000,24000,90,a2v_1s_vote,single,200,majority_vote
nips4b_birds_trainfile413_0_1,nips4b_birds_trainfile413,0.0,1.0,1661,a2v,154368,201.0,0,galcri_call,galcri_call,True,/path/to/data,24000,24000,28,a2v_1s_vote,single,200,majority_vote
